Season,Date,HomeTeam,AwayTeam,FTHG,FTAG,FTR,HTHG,HTAG,HTR
1995/96,02/09/95,La Coruna,Valencia,3,0,0,2,0,H
1995/96,02/09/95,Sp Gijon,Albacete,3,0,H,3,0,H
1995/96,03/09/95,Ath Bilbao,Santander,4,0,H,2,0,H
1995/96,03/09/95,Ath Madrid,Sociedad,0,1,H,1,1,D
1995/96,03/09/95,Celta,Compostela,0,1,A,0,0,D
1995/96,03/09/95,Espanol,Salamanca,3,1,H,2,1,H
1995/96,03/09/95,Merida,Betis,1,1,D,1,1,D
1995/96,03/09/95,Sevilla,Tenerife,0,1,A,0,0,D
1995/96,03/09/95,Valladolid,Barcelona,0,2,A,0,0,D
1995/96,03/09/95,Vallecano,Real Madrid,1,5,A,0,1,A
1995/96,03/09/95,Zaragoza,Oviedo,1,0,H,1,0,H
1995/96,09/09/95,Albacete,Sevilla,3,2,H,2,1,H
1995/96,09/09/95,Barcelona,Merida,2,2,D,1,1,D
1995/96,09/09/95,Betis,Zaragoza,3,1,H,2,0,H
1995/96,09/09/95,Real Madrid,Ath Bilbao,1,2,A,0,0,D
1995/96,10/09/95,Compostela,La Coruna,4,0,H,2,0,H
1995/96,10/09/95,Oviedo,Vallecano,2,0,H,1,0,H
1995/96,10/09/95,Salamanca,Celta,0,1,A,0,0,D
1995/96,10/09/95,Santander,Ath Madrid,0,4,A,0,0,D
1995/96,10/09/95,Sociedad,Sp Gijon,2,0,H,1,0,H
1995/96,10/09/95,Tenerife,Espanol,1,4,A,0,2,A
1995/96,10/09/95,Valencia,Valladolid,1,0,H,0,0,D
1995/96,16/09/1995,Ath Bilbao,Ath Madrid,0,2,A,0,1,A
1995/96,17/09/1995,Celta,Tenerife,2,2,D,2,2,D
1995/96,17/09/1995,Espanol,Albacete,1,0,H,0,0,D
1995/96,17/09/1995,La Coruna,Salamanca,2,0,H,1,0,H
1995/96,17/09/1995,Merida,Valencia,0,2,A,0,0,D
1995/96,17/09/1995,Real Madrid,Oviedo,2,3,A,2,2,D
1995/96,17/09/1995,Sevilla,Sociedad,2,1,H,1,1,D
1995/96,17/09/1995,Sp Gijon,Santander,4,2,H,2,1,H
1995/96,17/09/1995,Valladolid,Compostela,0,0,D,0,0,D
1995/96,17/09/1995,Vallecano,Betis,1,2,A,1,1,D
1995/96,17/09/1995,Zaragoza,Barcelona,0,3,A,0,0,D
1995/96,23/09/1995,Barcelona,Vallecano,2,0,H,1,0,H
1995/96,23/09/1995,Betis,Real Madrid,0,0,D,0,0,D
1995/96,23/09/1995,Santander,Sevilla,1,1,D,1,1,D
1995/96,24/09/1995,Albacete,Celta,4,0,H,0,0,D
1995/96,24/09/1995,Ath Madrid,Sp Gijon,2,0,H,1,0,H
1995/96,24/09/1995,Compostela,Merida,1,0,H,1,0,H
1995/96,24/09/1995,Oviedo,Ath Bilbao,0,0,D,0,0,D
1995/96,24/09/1995,Salamanca,Valladolid,0,0,D,0,0,D
1995/96,24/09/1995,Sociedad,Espanol,0,1,A,0,1,A
1995/96,24/09/1995,Tenerife,La Coruna,1,1,D,0,0,D
1995/96,24/09/1995,Valencia,Zaragoza,0,0,D,0,0,D
1995/96,30/09/1995,Ath Bilbao,Sp Gijon,2,1,H,1,0,H
1995/96,30/09/1995,Real Madrid,Barcelona,1,1,D,1,1,D
1995/96,01/10/95,Celta,Sociedad,1,1,D,1,1,D
1995/96,01/10/95,Espanol,Santander,1,0,H,0,0,D
1995/96,01/10/95,La Coruna,Albacete,5,0,H,1,0,H
1995/96,01/10/95,Merida,Salamanca,0,0,D,0,0,D
1995/96,01/10/95,Oviedo,Betis,0,1,A,0,1,A
1995/96,01/10/95,Sevilla,Ath Madrid,0,0,D,0,0,D
1995/96,01/10/95,Valladolid,Tenerife,3,0,H,2,0,H
1995/96,01/10/95,Vallecano,Valencia,3,2,H,0,0,D
1995/96,01/10/95,Zaragoza,Compostela,1,0,H,1,0,H
1995/96,04/10/95,Albacete,Valladolid,4,2,H,2,1,H
1995/96,04/10/95,Barcelona,Oviedo,4,1,H,3,0,H
1995/96,04/10/95,Betis,Ath Bilbao,0,0,D,0,0,D
1995/96,04/10/95,Compostela,Vallecano,1,0,H,1,0,H
1995/96,04/10/95,Salamanca,Zaragoza,0,1,A,0,1,A
1995/96,04/10/95,Santander,Celta,2,1,H,1,1,D
1995/96,04/10/95,Sociedad,La Coruna,2,1,H,1,1,D
1995/96,04/10/95,Sp Gijon,Sevilla,3,1,H,1,1,D
1995/96,04/10/95,Tenerife,Merida,1,0,H,1,0,H
1995/96,04/10/95,Valencia,Real Madrid,4,3,H,3,0,H
1995/96,05/10/95,Ath Madrid,Espanol,2,1,H,1,1,D
1995/96,07/10/95,Betis,Barcelona,1,5,A,0,2,A
1995/96,08/10/95,Ath Bilbao,Sevilla,1,1,D,0,0,D
1995/96,08/10/95,Celta,Ath Madrid,0,3,A,0,1,A
1995/96,08/10/95,Espanol,Sp Gijon,0,0,D,0,0,D
1995/96,08/10/95,La Coruna,Santander,2,3,A,0,1,A
1995/96,08/10/95,Merida,Albacete,1,1,D,0,0,D
1995/96,08/10/95,Oviedo,Valencia,0,1,A,0,0,D
1995/96,08/10/95,Real Madrid,Compostela,2,1,H,2,1,H
1995/96,08/10/95,Valladolid,Sociedad,3,0,H,0,0,D
1995/96,08/10/95,Vallecano,Salamanca,1,4,A,0,0,D
1995/96,08/10/95,Zaragoza,Tenerife,0,2,A,0,0,D
1995/96,14/10/1995,Ath Madrid,La Coruna,1,0,H,1,0,H
1995/96,14/10/1995,Barcelona,Ath Bilbao,4,1,H,1,0,H
1995/96,14/10/1995,Sevilla,Espanol,0,3,A,0,2,A
1995/96,14/10/1995,Valencia,Betis,1,1,D,1,1,D
1995/96,15/10/1995,Albacete,Zaragoza,0,1,A,0,0,D
1995/96,15/10/1995,Compostela,Oviedo,4,1,H,2,1,H
1995/96,15/10/1995,Salamanca,Real Madrid,0,2,A,0,1,A
1995/96,15/10/1995,Santander,Valladolid,0,0,D,0,0,D
1995/96,15/10/1995,Sociedad,Merida,1,2,A,0,1,A
1995/96,15/10/1995,Sp Gijon,Celta,1,0,H,0,0,D
1995/96,15/10/1995,Tenerife,Vallecano,2,2,D,0,0,D
1995/96,21/10/1995,Valladolid,Ath Madrid,0,1,A,0,0,D
1995/96,22/10/1995,Ath Bilbao,Espanol,0,0,D,0,0,D
1995/96,22/10/1995,Barcelona,Valencia,1,0,H,0,0,D
1995/96,22/10/1995,Betis,Compostela,5,0,H,2,0,H
1995/96,22/10/1995,Celta,Sevilla,4,0,H,1,0,H
1995/96,22/10/1995,La Coruna,Sp Gijon,1,0,H,1,0,H
1995/96,22/10/1995,Merida,Santander,3,1,H,3,1,H
1995/96,22/10/1995,Oviedo,Salamanca,2,2,D,1,0,H
1995/96,22/10/1995,Real Madrid,Tenerife,2,0,H,1,0,H
1995/96,22/10/1995,Vallecano,Albacete,2,0,H,0,0,D
1995/96,22/10/1995,Zaragoza,Sociedad,1,2,A,0,1,A
1995/96,28/10/1995,Albacete,Real Madrid,1,1,D,0,1,A
1995/96,28/10/1995,Compostela,Barcelona,2,1,H,0,1,A
1995/96,28/10/1995,Sevilla,La Coruna,0,0,D,0,0,D
1995/96,29/10/1995,Ath Madrid,Merida,1,1,D,0,1,A
1995/96,29/10/1995,Espanol,Celta,2,2,D,1,0,H
1995/96,29/10/1995,Salamanca,Betis,2,1,H,1,1,D
1995/96,29/10/1995,Santander,Zaragoza,0,0,D,0,0,D
1995/96,29/10/1995,Sociedad,Vallecano,2,1,H,1,0,H
1995/96,29/10/1995,Sp Gijon,Valladolid,4,2,H,1,2,A
1995/96,29/10/1995,Tenerife,Oviedo,3,3,D,1,0,H
1995/96,29/10/1995,Valencia,Ath Bilbao,3,1,H,2,0,H
1995/96,04/11/95,Real Madrid,Sociedad,3,2,H,1,0,H
1995/96,05/11/95,Ath Bilbao,Celta,3,0,H,2,0,H
1995/96,05/11/95,Barcelona,Salamanca,4,1,H,3,0,H
1995/96,05/11/95,Betis,Tenerife,3,3,D,2,1,H
1995/96,05/11/95,La Coruna,Espanol,0,1,A,0,0,D
1995/96,05/11/95,Merida,Sp Gijon,1,0,H,1,0,H
1995/96,05/11/95,Oviedo,Albacete,1,0,H,0,0,D
1995/96,05/11/95,Valencia,Compostela,5,2,H,2,1,H
1995/96,05/11/95,Valladolid,Sevilla,3,3,D,2,2,D
1995/96,05/11/95,Vallecano,Santander,1,2,A,0,1,A
1995/96,05/11/95,Zaragoza,Ath Madrid,0,1,A,0,0,D
1995/96,11/11/95,Celta,La Coruna,0,0,D,0,0,D
1995/96,12/11/95,Albacete,Betis,0,0,D,0,0,D
1995/96,12/11/95,Ath Madrid,Vallecano,0,0,D,0,0,D
1995/96,12/11/95,Compostela,Ath Bilbao,2,1,H,0,1,A
1995/96,12/11/95,Espanol,Valladolid,2,0,H,2,0,H
1995/96,12/11/95,Salamanca,Valencia,4,0,H,2,0,H
1995/96,12/11/95,Santander,Real Madrid,2,0,H,2,0,H
1995/96,12/11/95,Sevilla,Merida,3,0,H,1,0,H
1995/96,12/11/95,Sociedad,Oviedo,1,1,D,1,0,H
1995/96,12/11/95,Sp Gijon,Zaragoza,4,1,H,3,0,H
1995/96,12/11/95,Tenerife,Barcelona,1,1,D,0,1,A
1995/96,18/11/1995,Barcelona,Albacete,3,0,H,1,0,H
1995/96,18/11/1995,Betis,Sociedad,3,1,H,1,0,H
1995/96,18/11/1995,Real Madrid,Ath Madrid,1,0,H,1,0,H
1995/96,18/11/1995,Zaragoza,Sevilla,0,1,A,0,0,D
1995/96,19/11/1995,Ath Bilbao,La Coruna,1,0,H,,,
1995/96,19/11/1995,Compostela,Salamanca,0,0,D,0,0,D
1995/96,19/11/1995,Merida,Espanol,0,1,A,0,0,D
1995/96,19/11/1995,Oviedo,Santander,2,1,H,0,1,A
1995/96,19/11/1995,Valencia,Tenerife,2,2,D,0,1,A
1995/96,19/11/1995,Valladolid,Celta,1,1,D,0,0,D
1995/96,19/11/1995,Vallecano,Sp Gijon,2,0,H,1,0,H
1995/96,25/11/1995,Sociedad,Barcelona,1,1,D,0,1,A
1995/96,26/11/1995,Albacete,Valencia,1,3,A,0,1,A
1995/96,26/11/1995,Ath Madrid,Oviedo,3,0,H,1,0,H
1995/96,26/11/1995,Celta,Merida,2,0,H,1,0,H
1995/96,26/11/1995,Espanol,Zaragoza,1,1,D,0,1,A
1995/96,26/11/1995,La Coruna,Valladolid,3,1,H,1,0,H
1995/96,26/11/1995,Salamanca,Ath Bilbao,2,1,H,1,0,H
1995/96,26/11/1995,Santander,Betis,0,0,D,0,0,D
1995/96,26/11/1995,Sevilla,Vallecano,1,0,H,0,0,D
1995/96,26/11/1995,Sp Gijon,Real Madrid,0,0,D,0,0,D
1995/96,26/11/1995,Tenerife,Compostela,1,1,D,0,1,A
1995/96,02/12/95,Barcelona,Santander,1,1,D,1,1,D
1995/96,02/12/95,Real Madrid,Sevilla,4,1,H,3,0,H
1995/96,02/12/95,Vallecano,Espanol,1,0,H,1,0,H
1995/96,03/12/95,Ath Bilbao,Valladolid,2,1,H,1,1,D
1995/96,03/12/95,Betis,Ath Madrid,2,1,H,2,1,H
1995/96,03/12/95,Compostela,Albacete,3,1,H,2,0,H
1995/96,03/12/95,Merida,La Coruna,0,2,A,0,1,A
1995/96,03/12/95,Oviedo,Sp Gijon,1,0,H,0,0,D
1995/96,03/12/95,Salamanca,Tenerife,1,2,A,1,1,D
1995/96,03/12/95,Valencia,Sociedad,0,1,A,0,0,D
1995/96,03/12/95,Zaragoza,Celta,0,0,D,0,0,D
1995/96,09/12/95,Ath Madrid,Barcelona,3,1,H,2,0,H
1995/96,09/12/95,Santander,Valencia,0,3,A,0,2,A
1995/96,10/12/95,Albacete,Salamanca,3,3,D,1,1,D
1995/96,10/12/95,Celta,Vallecano,2,0,H,1,0,H
1995/96,10/12/95,Espanol,Real Madrid,3,1,H,1,0,H
1995/96,10/12/95,La Coruna,Zaragoza,2,3,A,1,2,A
1995/96,10/12/95,Sevilla,Oviedo,1,1,D,0,1,A
1995/96,10/12/95,Sociedad,Compostela,0,1,A,0,1,A
1995/96,10/12/95,Sp Gijon,Betis,2,3,A,1,0,H
1995/96,10/12/95,Tenerife,Ath Bilbao,3,2,H,2,1,H
1995/96,10/12/95,Valladolid,Merida,1,1,D,1,1,D
1995/96,16/12/1995,Barcelona,Sp Gijon,1,0,H,1,0,H
1995/96,16/12/1995,Betis,Sevilla,1,1,D,0,0,D
1995/96,17/12/1995,Ath Bilbao,Merida,1,1,D,0,0,D
1995/96,17/12/1995,Compostela,Santander,2,0,H,0,0,D
1995/96,17/12/1995,Oviedo,Espanol,1,2,A,1,1,D
1995/96,17/12/1995,Real Madrid,Celta,1,0,H,1,0,H
1995/96,17/12/1995,Salamanca,Sociedad,3,3,D,3,1,H
1995/96,17/12/1995,Tenerife,Albacete,1,3,A,1,1,D
1995/96,17/12/1995,Valencia,Ath Madrid,0,1,A,0,0,D
1995/96,17/12/1995,Vallecano,La Coruna,0,6,A,0,3,A
1995/96,17/12/1995,Zaragoza,Valladolid,5,3,H,3,1,H
1995/96,20/12/1995,Albacete,Ath Bilbao,2,0,H,0,0,D
1995/96,20/12/1995,Ath Madrid,Compostela,3,0,H,1,0,H
1995/96,20/12/1995,Celta,Oviedo,1,0,H,0,0,D
1995/96,20/12/1995,Espanol,Betis,1,1,D,1,0,H
1995/96,20/12/1995,Merida,Zaragoza,1,1,D,1,0,H
1995/96,20/12/1995,Santander,Salamanca,2,1,H,1,1,D
1995/96,20/12/1995,Sevilla,Barcelona,1,0,H,1,0,H
1995/96,20/12/1995,Sociedad,Tenerife,0,1,A,0,0,D
1995/96,20/12/1995,Sp Gijon,Valencia,1,3,A,0,1,A
1995/96,20/12/1995,Valladolid,Vallecano,1,1,D,0,0,D
1995/96,21/12/1995,La Coruna,Real Madrid,3,0,H,3,0,H
1995/96,03/01/96,Albacete,Sociedad,3,5,A,2,3,A
1995/96,03/01/96,Ath Bilbao,Zaragoza,1,0,H,0,0,D
1995/96,03/01/96,Betis,Celta,0,3,A,0,0,D
1995/96,03/01/96,Compostela,Sp Gijon,1,0,H,1,0,H
1995/96,03/01/96,Oviedo,La Coruna,0,2,A,0,0,D
1995/96,03/01/96,Real Madrid,Valladolid,4,1,H,3,1,H
1995/96,03/01/96,Salamanca,Ath Madrid,1,3,A,0,0,D
1995/96,03/01/96,Tenerife,Santander,2,0,H,1,0,H
1995/96,03/01/96,Valencia,Sevilla,1,0,H,0,0,D
1995/96,03/01/96,Vallecano,Merida,4,1,H,3,0,H
1995/96,04/01/96,Barcelona,Espanol,2,1,H,1,0,H
1995/96,06/01/96,Ath Bilbao,Sociedad,0,0,D,0,0,D
1995/96,06/01/96,Ath Madrid,Tenerife,3,1,H,1,0,H
1995/96,07/01/96,Celta,Barcelona,1,0,H,0,0,D
1995/96,07/01/96,Espanol,Valencia,2,0,H,1,0,H
1995/96,07/01/96,La Coruna,Betis,0,0,D,0,0,D
1995/96,07/01/96,Merida,Real Madrid,2,2,D,1,2,A
1995/96,07/01/96,Santander,Albacete,5,5,D,2,2,D
1995/96,07/01/96,Sevilla,Compostela,0,1,A,0,0,D
1995/96,07/01/96,Sp Gijon,Salamanca,3,2,H,2,1,H
1995/96,07/01/96,Valladolid,Oviedo,2,2,D,2,2,D
1995/96,07/01/96,Zaragoza,Vallecano,1,1,D,1,0,H
1995/96,13/01/1996,Albacete,Ath Madrid,1,1,D,0,0,D
1995/96,13/01/1996,Betis,Valladolid,3,0,H,0,0,D
1995/96,14/01/1996,Barcelona,La Coruna,1,1,D,0,1,A
1995/96,14/01/1996,Compostela,Espanol,2,1,H,1,1,D
1995/96,14/01/1996,Oviedo,Merida,0,0,D,0,0,D
1995/96,14/01/1996,Real Madrid,Zaragoza,2,2,D,0,1,A
1995/96,14/01/1996,Salamanca,Sevilla,4,1,H,2,0,H
1995/96,14/01/1996,Sociedad,Santander,2,1,H,1,0,H
1995/96,14/01/1996,Tenerife,Sp Gijon,3,0,H,1,0,H
1995/96,14/01/1996,Valencia,Celta,3,0,H,1,0,H
1995/96,14/01/1996,Vallecano,Ath Bilbao,2,2,D,0,1,A
1995/96,20/01/1996,Valencia,La Coruna,2,1,H,0,1,A
1995/96,21/01/1996,Albacete,Sp Gijon,1,3,A,1,2,A
1995/96,21/01/1996,Barcelona,Valladolid,1,0,H,0,0,D
1995/96,21/01/1996,Betis,Merida,0,1,A,0,0,D
1995/96,21/01/1996,Compostela,Celta,1,1,D,1,1,D
1995/96,21/01/1996,Oviedo,Zaragoza,1,1,D,1,1,D
1995/96,21/01/1996,Real Madrid,Vallecano,1,2,A,1,1,D
1995/96,21/01/1996,Salamanca,Espanol,2,2,D,1,0,H
1995/96,21/01/1996,Santander,Ath Bilbao,1,1,D,1,0,H
1995/96,21/01/1996,Sociedad,Ath Madrid,1,0,H,1,0,H
1995/96,21/01/1996,Tenerife,Sevilla,4,2,H,2,0,H
1995/96,24/01/1996,Ath Bilbao,Real Madrid,0,5,A,0,1,A
1995/96,24/01/1996,Ath Madrid,Santander,2,0,H,1,0,H
1995/96,24/01/1996,Celta,Salamanca,2,1,H,2,1,H
1995/96,24/01/1996,Espanol,Tenerife,2,1,H,0,1,A
1995/96,24/01/1996,La Coruna,Compostela,2,0,H,1,0,H
1995/96,24/01/1996,Sevilla,Albacete,1,1,D,1,0,H
1995/96,24/01/1996,Sp Gijon,Sociedad,1,1,D,0,1,A
1995/96,24/01/1996,Valladolid,Valencia,2,5,A,0,3,A
1995/96,24/01/1996,Vallecano,Oviedo,1,2,A,0,1,A
1995/96,24/01/1996,Zaragoza,Betis,1,2,A,0,1,A
1995/96,25/01/1996,Merida,Barcelona,0,0,D,0,0,D
1995/96,27/01/1996,Salamanca,La Coruna,0,5,A,0,3,A
1995/96,28/01/1996,Albacete,Espanol,0,0,D,0,0,D
1995/96,28/01/1996,Ath Madrid,Ath Bilbao,4,1,H,2,1,H
1995/96,28/01/1996,Barcelona,Zaragoza,3,1,H,1,0,H
1995/96,28/01/1996,Betis,Vallecano,0,0,D,0,0,D
1995/96,28/01/1996,Compostela,Valladolid,1,3,A,0,2,A
1995/96,28/01/1996,Oviedo,Real Madrid,1,2,A,1,1,D
1995/96,28/01/1996,Santander,Sp Gijon,1,1,D,1,1,D
1995/96,28/01/1996,Sociedad,Sevilla,1,0,H,1,0,H
1995/96,28/01/1996,Tenerife,Celta,1,0,H,1,0,H
1995/96,28/01/1996,Valencia,Merida,4,1,H,2,0,H
1995/96,03/02/96,Sp Gijon,Ath Madrid,1,2,A,0,1,A
1995/96,03/02/96,Zaragoza,Valencia,4,1,H,1,0,H
1995/96,04/02/96,Ath Bilbao,Oviedo,0,1,A,0,1,A
1995/96,04/02/96,Celta,Albacete,2,2,D,1,0,H
1995/96,04/02/96,Espanol,Sociedad,0,0,D,0,0,D
1995/96,04/02/96,La Coruna,Tenerife,1,1,D,0,1,A
1995/96,04/02/96,Merida,Compostela,0,2,A,0,0,D
1995/96,04/02/96,Real Madrid,Betis,4,2,H,2,2,D
1995/96,04/02/96,Sevilla,Santander,0,1,A,0,1,A
1995/96,04/02/96,Valladolid,Salamanca,1,0,H,0,0,D
1995/96,04/02/96,Vallecano,Barcelona,1,1,D,1,0,H
1995/96,10/02/96,Ath Madrid,Sevilla,0,1,A,0,0,D
1995/96,10/02/96,Barcelona,Real Madrid,3,0,H,1,0,H
1995/96,10/02/96,Valencia,Vallecano,3,0,H,2,0,H
1995/96,11/02/96,Albacete,La Coruna,1,0,H,1,0,H
1995/96,11/02/96,Betis,Oviedo,2,1,H,1,0,H
1995/96,11/02/96,Compostela,Zaragoza,3,2,H,0,2,A
1995/96,11/02/96,Salamanca,Merida,2,2,D,1,0,H
1995/96,11/02/96,Santander,Espanol,1,1,D,1,0,H
1995/96,11/02/96,Sociedad,Celta,3,1,H,1,0,H
1995/96,11/02/96,Sp Gijon,Ath Bilbao,1,2,A,0,1,A
1995/96,11/02/96,Tenerife,Valladolid,1,0,H,1,0,H
1995/96,17/02/1996,Real Madrid,Valencia,0,0,D,0,0,D
1995/96,17/02/1996,Zaragoza,Salamanca,1,1,D,1,1,D
1995/96,18/02/1996,Ath Bilbao,Betis,0,1,A,0,0,D
1995/96,18/02/1996,Celta,Santander,0,0,D,0,0,D
1995/96,18/02/1996,Espanol,Ath Madrid,0,2,A,0,1,A
1995/96,18/02/1996,La Coruna,Sociedad,1,1,D,0,1,A
1995/96,18/02/1996,Merida,Tenerife,2,0,H,2,0,H
1995/96,18/02/1996,Oviedo,Barcelona,1,2,A,1,1,D
1995/96,18/02/1996,Sevilla,Sp Gijon,2,0,H,0,0,D
1995/96,18/02/1996,Valladolid,Albacete,3,0,H,1,0,H
1995/96,18/02/1996,Vallecano,Compostela,0,1,A,0,1,A
1995/96,24/02/1996,Santander,La Coruna,2,1,H,1,0,H
1995/96,25/02/1996,Albacete,Merida,2,0,H,1,0,H
1995/96,25/02/1996,Ath Madrid,Celta,3,2,H,2,2,D
1995/96,25/02/1996,Barcelona,Betis,1,0,H,0,0,D
1995/96,25/02/1996,Compostela,Real Madrid,3,3,D,1,1,D
1995/96,25/02/1996,Salamanca,Vallecano,1,2,A,0,1,A
1995/96,25/02/1996,Sevilla,Ath Bilbao,1,1,D,1,0,H
1995/96,25/02/1996,Sociedad,Valladolid,1,0,H,0,0,D
1995/96,25/02/1996,Sp Gijon,Espanol,2,3,A,1,1,D
1995/96,25/02/1996,Tenerife,Zaragoza,1,2,A,1,1,D
1995/96,25/02/1996,Valencia,Oviedo,3,1,H,1,1,D
1995/96,02/03/96,Ath Bilbao,Barcelona,0,0,D,0,0,D
1995/96,02/03/96,Espanol,Sevilla,0,1,A,0,0,D
1995/96,02/03/96,Merida,Sociedad,1,2,A,0,1,A
1995/96,02/03/96,Real Madrid,Salamanca,5,0,H,2,0,H
1995/96,02/03/96,Valladolid,Santander,3,1,H,1,0,H
1995/96,03/03/96,Betis,Valencia,3,0,H,0,0,D
1995/96,03/03/96,Celta,Sp Gijon,0,0,D,0,0,D
1995/96,03/03/96,La Coruna,Ath Madrid,2,2,D,0,1,A
1995/96,03/03/96,Oviedo,Compostela,3,1,H,1,1,D
1995/96,03/03/96,Vallecano,Tenerife,2,4,A,0,1,A
1995/96,03/03/96,Zaragoza,Albacete,3,1,H,1,1,D
1995/96,09/03/96,Valencia,Barcelona,4,1,H,2,0,H
1995/96,10/03/96,Albacete,Vallecano,1,2,A,1,1,D
1995/96,10/03/96,Ath Madrid,Valladolid,0,2,A,0,0,D
1995/96,10/03/96,Compostela,Betis,1,2,A,0,0,D
1995/96,10/03/96,Espanol,Ath Bilbao,3,0,H,1,0,H
1995/96,10/03/96,Salamanca,Oviedo,0,1,A,0,0,D
1995/96,10/03/96,Santander,Merida,2,0,H,0,0,D
1995/96,10/03/96,Sevilla,Celta,0,0,D,0,0,D
1995/96,10/03/96,Sociedad,Zaragoza,3,1,H,1,1,D
1995/96,10/03/96,Sp Gijon,La Coruna,1,1,D,1,0,H
1995/96,10/03/96,Tenerife,Real Madrid,3,0,H,1,0,H
1995/96,16/03/1996,Barcelona,Compostela,1,0,H,1,0,H
1995/96,16/03/1996,Real Madrid,Albacete,2,0,H,1,0,H
1995/96,16/03/1996,Zaragoza,Santander,1,2,A,1,2,A
1995/96,17/03/1996,Ath Bilbao,Valencia,0,1,A,0,0,D
1995/96,17/03/1996,Betis,Salamanca,4,0,H,1,0,H
1995/96,17/03/1996,Celta,Espanol,4,2,H,4,0,H
1995/96,17/03/1996,La Coruna,Sevilla,3,2,H,2,1,H
1995/96,17/03/1996,Merida,Ath Madrid,0,1,A,0,0,D
1995/96,17/03/1996,Oviedo,Tenerife,1,3,A,0,1,A
1995/96,17/03/1996,Valladolid,Sp Gijon,1,0,H,0,0,D
1995/96,17/03/1996,Vallecano,Sociedad,2,0,H,1,0,H
1995/96,23/03/1996,Sp Gijon,Merida,3,1,H,1,1,D
1995/96,23/03/1996,Tenerife,Betis,1,2,A,1,0,H
1995/96,24/03/1996,Albacete,Oviedo,0,1,A,0,0,D
1995/96,24/03/1996,Ath Madrid,Zaragoza,1,1,D,1,1,D
1995/96,24/03/1996,Celta,Ath Bilbao,3,1,H,3,1,H
1995/96,24/03/1996,Compostela,Valencia,0,4,A,0,2,A
1995/96,24/03/1996,Espanol,La Coruna,0,0,D,0,0,D
1995/96,24/03/1996,Salamanca,Barcelona,1,3,A,1,3,A
1995/96,24/03/1996,Santander,Vallecano,1,2,A,0,0,D
1995/96,24/03/1996,Sevilla,Valladolid,1,1,D,1,0,H
1995/96,24/03/1996,Sociedad,Real Madrid,1,1,D,1,1,D
1995/96,27/03/1996,Ath Bilbao,Compostela,0,0,D,0,0,D
1995/96,27/03/1996,Barcelona,Tenerife,2,2,D,2,2,D
1995/96,27/03/1996,Betis,Albacete,2,3,A,2,1,H
1995/96,27/03/1996,La Coruna,Celta,2,1,H,1,0,H
1995/96,27/03/1996,Merida,Sevilla,3,2,H,2,0,H
1995/96,27/03/1996,Real Madrid,Santander,1,2,A,0,0,D
1995/96,27/03/1996,Valencia,Salamanca,2,0,H,1,0,H
1995/96,27/03/1996,Valladolid,Espanol,0,0,D,0,0,D
1995/96,27/03/1996,Vallecano,Ath Madrid,0,3,A,0,1,A
1995/96,27/03/1996,Zaragoza,Sp Gijon,1,1,D,1,1,D
1995/96,28/03/1996,Oviedo,Sociedad,0,0,D,0,0,D
1995/96,31/03/1996,Albacete,Barcelona,0,1,A,0,0,D
1995/96,31/03/1996,Ath Madrid,Real Madrid,1,2,A,0,1,A
1995/96,31/03/1996,Celta,Valladolid,1,1,D,1,0,H
1995/96,31/03/1996,Espanol,Merida,3,0,H,0,0,D
1995/96,31/03/1996,La Coruna,Ath Bilbao,0,0,D,0,0,D
1995/96,31/03/1996,Salamanca,Compostela,1,0,H,0,0,D
1995/96,31/03/1996,Santander,Oviedo,0,0,D,0,0,D
1995/96,31/03/1996,Sevilla,Zaragoza,1,1,D,0,1,A
1995/96,31/03/1996,Sociedad,Betis,1,1,D,0,1,A
1995/96,31/03/1996,Sp Gijon,Vallecano,3,1,H,2,1,H
1995/96,31/03/1996,Tenerife,Valencia,2,1,H,0,1,A
1995/96,06/04/96,Barcelona,Sociedad,1,0,H,1,0,H
1995/96,06/04/96,Oviedo,Ath Madrid,1,1,D,0,1,A
1995/96,06/04/96,Zaragoza,Espanol,1,1,D,1,1,D
1995/96,07/04/96,Ath Bilbao,Salamanca,3,1,H,1,0,H
1995/96,07/04/96,Betis,Santander,2,2,D,1,0,H
1995/96,07/04/96,Compostela,Tenerife,0,2,A,0,2,A
1995/96,07/04/96,Merida,Celta,2,0,H,1,0,H
1995/96,07/04/96,Real Madrid,Sp Gijon,0,1,A,0,1,A
1995/96,07/04/96,Valencia,Albacete,1,0,H,0,0,D
1995/96,07/04/96,Valladolid,La Coruna,2,2,D,2,1,H
1995/96,07/04/96,Vallecano,Sevilla,0,0,D,0,0,D
1995/96,13/04/1996,Santander,Barcelona,1,1,D,0,1,A
1995/96,13/04/1996,Sevilla,Real Madrid,0,1,A,0,0,D
1995/96,14/04/1996,Albacete,Compostela,2,1,H,1,0,H
1995/96,14/04/1996,Ath Madrid,Betis,1,1,D,1,1,D
1995/96,14/04/1996,Celta,Zaragoza,1,1,D,1,0,H
1995/96,14/04/1996,Espanol,Vallecano,4,2,H,1,1,D
1995/96,14/04/1996,La Coruna,Merida,2,1,H,0,0,D
1995/96,14/04/1996,Sociedad,Valencia,5,2,H,4,0,H
1995/96,14/04/1996,Sp Gijon,Oviedo,0,1,A,0,1,A
1995/96,14/04/1996,Tenerife,Salamanca,4,0,H,2,0,H
