Season,Date,HomeTeam,AwayTeam,FTHG,FTAG,FTR,HTHG,HTAG,HTR
2010/11,16/01/2011,Barcelona,Malaga,4,1,H,3,0,H
2010/11,16/01/2011,Valencia,La Coruna,2,0,H,0,0,D
2010/11,17/01/2011,Ath Madrid,Mallorca,3,0,H,2,0,H
2010/11,22/01/2011,Barcelona,Santander,3,0,H,2,0,H
2010/11,22/01/2011,Sevilla,Levante,4,1,H,3,0,H
2010/11,22/01/2011,Valencia,Malaga,4,3,H,1,2,A
2010/11,23/01/2011,Almeria,Osasuna,3,2,H,2,1,H
2010/11,23/01/2011,Getafe,Espanol,1,3,A,1,0,H
2010/11,23/01/2011,Real Madrid,Mallorca,1,0,H,0,0,D
2010/11,23/01/2011,Sp Gijon,Ath Madrid,1,0,H,0,0,D
2010/11,23/01/2011,Villarreal,Sociedad,2,1,H,1,1,D
2010/11,23/01/2011,Zaragoza,La Coruna,1,0,H,1,0,H
2010/11,24/01/2011,Ath Bilbao,Hercules,3,0,H,1,0,H
2010/11,29/01/2011,Hercules,Barcelona,0,3,A,0,1,A
2010/11,29/01/2011,La Coruna,Sevilla,3,3,D,1,0,H
2010/11,29/01/2011,Levante,Getafe,2,0,H,0,0,D
2010/11,29/01/2011,Malaga,Zaragoza,1,2,A,1,1,D
2010/11,29/01/2011,Mallorca,Sp Gijon,0,4,A,0,1,A
2010/11,29/01/2011,Sociedad,Almeria,2,0,H,1,0,H
2010/11,30/01/2011,Ath Madrid,Ath Bilbao,0,2,A,0,1,A
2010/11,30/01/2011,Espanol,Villarreal,0,1,A,0,1,A
2010/11,30/01/2011,Osasuna,Real Madrid,1,0,H,0,0,D
2010/11,31/01/2011,Santander,Valencia,1,1,D,1,0,H
2010/11,05/02/11,Almeria,Espanol,3,2,H,3,1,H
2010/11,05/02/11,Ath Bilbao,Sp Gijon,3,0,H,2,0,H
2010/11,05/02/11,Barcelona,Ath Madrid,3,0,H,2,0,H
2010/11,05/02/11,Getafe,La Coruna,4,1,H,3,0,H
2010/11,05/02/11,Osasuna,Mallorca,1,1,D,1,1,D
2010/11,05/02/11,Villarreal,Levante,0,1,A,0,0,D
2010/11,05/02/11,Zaragoza,Santander,1,1,D,1,1,D
2010/11,06/02/11,Real Madrid,Sociedad,4,1,H,3,0,H
2010/11,06/02/11,Sevilla,Malaga,0,0,D,0,0,D
2010/11,06/02/11,Valencia,Hercules,2,0,H,1,0,H
2010/11,12/02/11,Ath Madrid,Valencia,1,2,A,1,1,D
2010/11,12/02/11,Santander,Sevilla,3,2,H,2,1,H
2010/11,12/02/11,Sp Gijon,Barcelona,1,1,D,1,0,H
2010/11,13/02/2011,Espanol,Real Madrid,0,1,A,0,1,A
2010/11,13/02/2011,Hercules,Zaragoza,2,1,H,0,1,A
2010/11,13/02/2011,La Coruna,Villarreal,1,0,H,0,0,D
2010/11,13/02/2011,Levante,Almeria,1,0,H,0,0,D
2010/11,13/02/2011,Malaga,Getafe,2,2,D,0,2,A
2010/11,13/02/2011,Sociedad,Osasuna,1,0,H,0,0,D
2010/11,14/02/2011,Mallorca,Ath Bilbao,1,0,H,1,0,H
2010/11,19/02/2011,Real Madrid,Levante,2,0,H,2,0,H
2010/11,19/02/2011,Valencia,Sp Gijon,0,0,D,0,0,D
2010/11,19/02/2011,Zaragoza,Ath Madrid,0,1,A,0,0,D
2010/11,20/02/2011,Almeria,La Coruna,1,1,D,0,0,D
2010/11,20/02/2011,Barcelona,Ath Bilbao,2,1,H,1,0,H
2010/11,20/02/2011,Getafe,Santander,0,1,A,0,0,D
2010/11,20/02/2011,Osasuna,Espanol,4,0,H,1,0,H
2010/11,20/02/2011,Sevilla,Hercules,1,0,H,1,0,H
2010/11,20/02/2011,Villarreal,Malaga,1,1,D,1,0,H
2010/11,21/02/2011,Sociedad,Mallorca,1,0,H,0,0,D
2010/11,26/02/2011,Ath Madrid,Sevilla,2,2,D,0,1,A
2010/11,26/02/2011,Espanol,Sociedad,4,1,H,1,1,D
2010/11,26/02/2011,La Coruna,Real Madrid,0,0,D,0,0,D
2010/11,26/02/2011,Mallorca,Barcelona,0,3,A,0,1,A
2010/11,26/02/2011,Sp Gijon,Zaragoza,0,0,D,0,0,D
2010/11,27/02/2011,Ath Bilbao,Valencia,1,2,A,1,0,H
2010/11,27/02/2011,Hercules,Getafe,0,0,D,0,0,D
2010/11,27/02/2011,Levante,Osasuna,2,1,H,1,1,D
2010/11,27/02/2011,Santander,Villarreal,2,2,D,1,0,H
2010/11,28/02/2011,Malaga,Almeria,3,1,H,0,1,A
2010/11,01/03/11,Espanol,Mallorca,1,2,A,1,0,H
2010/11,01/03/11,Sevilla,Sp Gijon,3,0,H,2,0,H
2010/11,02/03/11,Getafe,Ath Madrid,1,1,D,1,0,H
2010/11,02/03/11,Osasuna,La Coruna,0,0,D,0,0,D
2010/11,02/03/11,Sociedad,Levante,1,1,D,0,0,D
2010/11,02/03/11,Valencia,Barcelona,0,1,A,0,0,D
2010/11,02/03/11,Villarreal,Hercules,1,0,H,1,0,H
2010/11,02/03/11,Zaragoza,Ath Bilbao,2,1,H,0,1,A
2010/11,03/03/11,Almeria,Santander,1,1,D,0,1,A
2010/11,03/03/11,Real Madrid,Malaga,7,0,H,3,0,H
2010/11,05/03/11,Ath Madrid,Villarreal,3,1,H,1,1,D
2010/11,05/03/11,Barcelona,Zaragoza,1,0,H,1,0,H
2010/11,05/03/11,Mallorca,Valencia,1,2,A,1,1,D
2010/11,06/03/11,Ath Bilbao,Sevilla,2,0,H,0,0,D
2010/11,06/03/11,Hercules,Almeria,1,2,A,0,0,D
2010/11,06/03/11,Levante,Espanol,1,0,H,1,0,H
2010/11,06/03/11,Malaga,Osasuna,0,1,A,0,0,D
2010/11,06/03/11,Santander,Real Madrid,1,3,A,0,2,A
2010/11,06/03/11,Sp Gijon,Getafe,2,0,H,2,0,H
2010/11,07/03/11,La Coruna,Sociedad,2,1,H,1,0,H
2010/11,12/03/11,Almeria,Ath Madrid,2,2,D,0,1,A
2010/11,12/03/11,Real Madrid,Hercules,2,0,H,1,0,H
2010/11,12/03/11,Zaragoza,Valencia,4,0,H,2,0,H
2010/11,13/03/2011,Espanol,La Coruna,2,0,H,0,0,D
2010/11,13/03/2011,Levante,Mallorca,1,1,D,1,0,H
2010/11,13/03/2011,Osasuna,Santander,3,1,H,2,0,H
2010/11,13/03/2011,Sevilla,Barcelona,1,1,D,0,1,A
2010/11,13/03/2011,Sociedad,Malaga,0,2,A,0,1,A
2010/11,13/03/2011,Villarreal,Sp Gijon,1,1,D,1,0,H
2010/11,14/03/2011,Getafe,Ath Bilbao,2,2,D,0,0,D
2010/11,19/03/2011,Ath Madrid,Real Madrid,1,2,A,0,2,A
2010/11,19/03/2011,Barcelona,Getafe,2,1,H,1,0,H
2010/11,19/03/2011,Mallorca,Zaragoza,1,0,H,0,0,D
2010/11,20/03/2011,Ath Bilbao,Villarreal,0,1,A,0,0,D
2010/11,20/03/2011,Hercules,Osasuna,0,4,A,0,2,A
2010/11,20/03/2011,La Coruna,Levante,0,1,A,0,0,D
2010/11,20/03/2011,Malaga,Espanol,2,0,H,2,0,H
2010/11,20/03/2011,Santander,Sociedad,2,1,H,1,0,H
2010/11,20/03/2011,Sp Gijon,Almeria,1,0,H,1,0,H
2010/11,20/03/2011,Valencia,Sevilla,0,1,A,0,0,D
2010/11,02/04/11,Getafe,Valencia,2,4,A,1,0,H
2010/11,02/04/11,Real Madrid,Sp Gijon,0,1,A,0,0,D
2010/11,02/04/11,Villarreal,Barcelona,0,1,A,0,0,D
2010/11,03/04/11,Espanol,Santander,1,2,A,1,0,H
2010/11,03/04/11,La Coruna,Mallorca,2,1,H,0,1,A
2010/11,03/04/11,Levante,Malaga,3,1,H,2,0,H
2010/11,03/04/11,Osasuna,Ath Madrid,2,3,A,1,1,D
2010/11,03/04/11,Sevilla,Zaragoza,3,1,H,1,0,H
2010/11,03/04/11,Sociedad,Hercules,1,3,A,0,0,D
2010/11,04/04/11,Almeria,Ath Bilbao,1,3,A,1,1,D
2010/11,09/04/11,Ath Bilbao,Real Madrid,0,3,A,0,1,A
2010/11,09/04/11,Barcelona,Almeria,3,1,H,0,0,D
2010/11,09/04/11,Mallorca,Sevilla,2,2,D,2,1,H
2010/11,10/04/11,Ath Madrid,Sociedad,3,0,H,2,0,H
2010/11,10/04/11,Hercules,Espanol,0,0,D,0,0,D
2010/11,10/04/11,Malaga,La Coruna,0,0,D,0,0,D
2010/11,10/04/11,Santander,Levante,1,1,D,1,0,H
2010/11,10/04/11,Sp Gijon,Osasuna,1,0,H,0,0,D
2010/11,10/04/11,Valencia,Villarreal,5,0,H,1,0,H
2010/11,11/04/11,Zaragoza,Getafe,2,1,H,2,1,H
2010/11,16/04/2011,Almeria,Valencia,0,3,A,0,0,D
2010/11,16/04/2011,Getafe,Sevilla,1,0,H,0,0,D
2010/11,16/04/2011,Malaga,Mallorca,3,0,H,2,0,H
2010/11,16/04/2011,Real Madrid,Barcelona,1,1,D,0,0,D
2010/11,17/04/2011,Espanol,Ath Madrid,2,2,D,1,1,D
2010/11,17/04/2011,La Coruna,Santander,2,0,H,1,0,H
2010/11,17/04/2011,Levante,Hercules,2,1,H,2,0,H
2010/11,17/04/2011,Osasuna,Ath Bilbao,1,2,A,0,0,D
2010/11,17/04/2011,Sociedad,Sp Gijon,2,1,H,1,0,H
2010/11,18/04/2011,Villarreal,Zaragoza,1,0,H,0,0,D
2010/11,23/04/2011,Ath Bilbao,Sociedad,2,1,H,2,1,H
2010/11,23/04/2011,Barcelona,Osasuna,2,0,H,1,0,H
2010/11,23/04/2011,Valencia,Real Madrid,3,6,A,0,4,A
2010/11,24/04/2011,Ath Madrid,Levante,4,1,H,1,1,D
2010/11,24/04/2011,Hercules,La Coruna,1,0,H,0,0,D
2010/11,24/04/2011,Mallorca,Getafe,2,0,H,1,0,H
2010/11,24/04/2011,Santander,Malaga,1,2,A,0,2,A
2010/11,24/04/2011,Sevilla,Villarreal,3,2,H,2,0,H
2010/11,24/04/2011,Sp Gijon,Espanol,1,0,H,0,0,D
2010/11,25/04/2011,Zaragoza,Almeria,1,0,H,0,0,D
2010/11,30/04/2011,La Coruna,Ath Madrid,0,1,A,0,0,D
2010/11,30/04/2011,Real Madrid,Zaragoza,2,3,A,0,1,A
2010/11,30/04/2011,Sociedad,Barcelona,2,1,H,0,1,A
2010/11,01/05/11,Almeria,Sevilla,0,1,A,0,0,D
2010/11,01/05/11,Levante,Sp Gijon,0,0,D,0,0,D
2010/11,01/05/11,Malaga,Hercules,3,1,H,1,1,D
2010/11,01/05/11,Osasuna,Valencia,1,0,H,0,0,D
2010/11,01/05/11,Santander,Mallorca,2,0,H,2,0,H
2010/11,01/05/11,Villarreal,Getafe,2,1,H,0,1,A
2010/11,02/05/11,Espanol,Ath Bilbao,2,1,H,1,1,D
2010/11,07/05/11,Ath Bilbao,Levante,3,2,H,1,0,H
2010/11,07/05/11,Ath Madrid,Malaga,0,3,A,0,2,A
2010/11,07/05/11,Getafe,Almeria,2,0,H,1,0,H
2010/11,07/05/11,Hercules,Santander,2,3,A,2,3,A
2010/11,07/05/11,Sevilla,Real Madrid,2,6,A,0,3,A
2010/11,07/05/11,Sp Gijon,La Coruna,2,2,D,1,2,A
2010/11,07/05/11,Valencia,Sociedad,3,0,H,3,0,H
2010/11,08/05/11,Barcelona,Espanol,2,0,H,1,0,H
2010/11,08/05/11,Mallorca,Villarreal,0,0,D,0,0,D
2010/11,08/05/11,Zaragoza,Osasuna,1,3,A,1,0,H
2010/11,10/05/11,La Coruna,Ath Bilbao,2,1,H,1,1,D
2010/11,10/05/11,Malaga,Sp Gijon,2,0,H,1,0,H
2010/11,10/05/11,Real Madrid,Getafe,4,0,H,1,0,H
2010/11,10/05/11,Santander,Ath Madrid,2,1,H,1,1,D
2010/11,11/05/11,Almeria,Villarreal,0,0,D,0,0,D
2010/11,11/05/11,Espanol,Valencia,2,2,D,1,2,A
2010/11,11/05/11,Hercules,Mallorca,2,2,D,2,0,H
2010/11,11/05/11,Levante,Barcelona,1,1,D,1,1,D
2010/11,11/05/11,Osasuna,Sevilla,3,2,H,0,2,A
2010/11,11/05/11,Sociedad,Zaragoza,2,1,H,1,0,H
2010/11,15/05/2011,Almeria,Mallorca,3,1,H,3,1,H
2010/11,15/05/2011,Ath Bilbao,Malaga,1,1,D,0,1,A
2010/11,15/05/2011,Ath Madrid,Hercules,2,1,H,1,0,H
2010/11,15/05/2011,Barcelona,La Coruna,0,0,D,0,0,D
2010/11,15/05/2011,Getafe,Osasuna,2,0,H,0,0,D
2010/11,15/05/2011,Sevilla,Sociedad,3,1,H,0,0,D
2010/11,15/05/2011,Sp Gijon,Santander,2,1,H,1,1,D
2010/11,15/05/2011,Valencia,Levante,0,0,D,0,0,D
2010/11,15/05/2011,Villarreal,Real Madrid,1,3,A,0,2,A
2010/11,15/05/2011,Zaragoza,Espanol,1,0,H,0,0,D
2010/11,21/05/2011,Espanol,Sevilla,2,3,A,0,2,A
2010/11,21/05/2011,Hercules,Sp Gijon,0,0,D,0,0,D
2010/11,21/05/2011,La Coruna,Valencia,0,2,A,0,1,A
2010/11,21/05/2011,Levante,Zaragoza,1,2,A,0,1,A
2010/11,21/05/2011,Malaga,Barcelona,1,3,A,1,1,D
2010/11,21/05/2011,Mallorca,Ath Madrid,3,4,A,0,2,A
2010/11,21/05/2011,Osasuna,Villarreal,1,0,H,1,0,H
2010/11,21/05/2011,Real Madrid,Almeria,8,1,H,2,1,H
2010/11,21/05/2011,Santander,Ath Bilbao,1,2,A,0,2,A
2010/11,21/05/2011,Sociedad,Getafe,1,1,D,0,1,A
2011/12,27/08/2011,Granada,Betis,0,1,A,0,0,D
2011/12,27/08/2011,Sp Gijon,Sociedad,1,2,A,0,1,A
2011/12,27/08/2011,Valencia,Santander,4,3,H,1,2,A
2011/12,28/08/2011,Ath Bilbao,Vallecano,1,1,D,0,0,D
2011/12,28/08/2011,Ath Madrid,Osasuna,0,0,D,0,0,D
2011/12,28/08/2011,Getafe,Levante,1,1,D,0,0,D
2011/12,28/08/2011,Mallorca,Espanol,1,0,H,0,0,D
2011/12,28/08/2011,Sevilla,Malaga,2,1,H,2,0,H
2011/12,28/08/2011,Zaragoza,Real Madrid,0,6,A,0,2,A
2011/12,29/08/2011,Barcelona,Villarreal,5,0,H,2,0,H
2011/12,10/09/11,Real Madrid,Getafe,4,2,H,1,1,D
2011/12,10/09/11,Sociedad,Barcelona,2,2,D,0,2,A
2011/12,10/09/11,Valencia,Ath Madrid,1,0,H,0,0,D
2011/12,10/09/11,Villarreal,Sevilla,2,2,D,1,1,D
2011/12,11/09/11,Betis,Mallorca,1,0,H,0,0,D
2011/12,11/09/11,Espanol,Ath Bilbao,2,1,H,1,0,H
2011/12,11/09/11,Osasuna,Sp Gijon,2,1,H,2,0,H
2011/12,11/09/11,Santander,Levante,0,0,D,0,0,D
2011/12,11/09/11,Vallecano,Zaragoza,0,0,D,0,0,D
2011/12,12/09/11,Malaga,Granada,4,0,H,2,0,H
2011/12,17/09/2011,Barcelona,Osasuna,8,0,H,5,0,H
2011/12,17/09/2011,Granada,Villarreal,1,0,H,0,0,D
2011/12,17/09/2011,Mallorca,Malaga,0,1,A,0,1,A
2011/12,17/09/2011,Sevilla,Sociedad,1,0,H,0,0,D
2011/12,17/09/2011,Sp Gijon,Valencia,0,1,A,0,1,A
2011/12,18/09/2011,Ath Bilbao,Betis,2,3,A,1,3,A
2011/12,18/09/2011,Ath Madrid,Santander,4,0,H,2,0,H
2011/12,18/09/2011,Getafe,Vallecano,0,1,A,0,1,A
2011/12,18/09/2011,Levante,Real Madrid,1,0,H,0,0,D
2011/12,18/09/2011,Zaragoza,Espanol,2,1,H,1,0,H
2011/12,20/09/2011,Osasuna,Sevilla,0,0,D,0,0,D
2011/12,20/09/2011,Sociedad,Granada,1,0,H,0,0,D
2011/12,20/09/2011,Villarreal,Mallorca,2,0,H,1,0,H
2011/12,21/09/2011,Ath Madrid,Sp Gijon,4,0,H,1,0,H
2011/12,21/09/2011,Malaga,Ath Bilbao,1,0,H,0,0,D
2011/12,21/09/2011,Santander,Real Madrid,0,0,D,0,0,D
2011/12,21/09/2011,Valencia,Barcelona,2,2,D,2,1,H
2011/12,21/09/2011,Vallecano,Levante,1,2,A,0,2,A
2011/12,22/09/2011,Betis,Zaragoza,4,3,H,2,1,H
2011/12,22/09/2011,Espanol,Getafe,1,0,H,0,0,D
2011/12,24/09/2011,Ath Bilbao,Villarreal,1,1,D,1,0,H
2011/12,24/09/2011,Barcelona,Ath Madrid,5,0,H,3,0,H
2011/12,24/09/2011,Real Madrid,Vallecano,6,2,H,2,1,H
2011/12,24/09/2011,Sevilla,Valencia,1,0,H,1,0,H
2011/12,25/09/2011,Granada,Osasuna,1,1,D,0,1,A
2011/12,25/09/2011,Levante,Espanol,3,1,H,1,0,H
2011/12,25/09/2011,Mallorca,Sociedad,2,1,H,1,1,D
2011/12,25/09/2011,Sp Gijon,Santander,0,0,D,0,0,D
2011/12,25/09/2011,Zaragoza,Malaga,0,0,D,0,0,D
2011/12,26/09/2011,Getafe,Betis,1,0,H,1,0,H
2011/12,01/10/11,Malaga,Getafe,3,2,H,0,0,D
2011/12,01/10/11,Osasuna,Mallorca,2,2,D,1,1,D
2011/12,01/10/11,Santander,Vallecano,1,1,D,0,1,A
2011/12,01/10/11,Valencia,Granada,1,0,H,1,0,H
2011/12,01/10/11,Villarreal,Zaragoza,2,2,D,1,2,A
2011/12,02/10/11,Ath Madrid,Sevilla,0,0,D,0,0,D
2011/12,02/10/11,Betis,Levante,0,1,A,0,1,A
2011/12,02/10/11,Espanol,Real Madrid,0,4,A,0,1,A
2011/12,02/10/11,Sociedad,Ath Bilbao,1,2,A,0,1,A
2011/12,02/10/11,Sp Gijon,Barcelona,0,1,A,0,1,A
2011/12,15/10/2011,Barcelona,Santander,3,0,H,2,0,H
2011/12,15/10/2011,Getafe,Villarreal,0,0,D,0,0,D
2011/12,15/10/2011,Granada,Ath Madrid,0,0,D,0,0,D
2011/12,15/10/2011,Mallorca,Valencia,1,1,D,0,1,A
2011/12,15/10/2011,Real Madrid,Betis,4,1,H,0,0,D
2011/12,16/10/2011,Levante,Malaga,3,0,H,3,0,H
2011/12,16/10/2011,Sevilla,Sp Gijon,2,1,H,1,0,H
2011/12,16/10/2011,Vallecano,Espanol,0,1,A,0,0,D
2011/12,16/10/2011,Zaragoza,Sociedad,2,0,H,1,0,H
2011/12,17/10/2011,Ath Bilbao,Osasuna,3,1,H,3,0,H
2011/12,22/10/2011,Barcelona,Sevilla,0,0,D,0,0,D
2011/12,22/10/2011,Malaga,Real Madrid,0,4,A,0,4,A
2011/12,22/10/2011,Santander,Espanol,0,1,A,0,0,D
2011/12,22/10/2011,Sp Gijon,Granada,2,0,H,2,0,H
2011/12,23/10/2011,Ath Madrid,Mallorca,1,1,D,1,1,D
2011/12,23/10/2011,Betis,Vallecano,0,2,A,0,0,D
2011/12,23/10/2011,Osasuna,Zaragoza,3,0,H,3,0,H
2011/12,23/10/2011,Sociedad,Getafe,0,0,D,0,0,D
2011/12,23/10/2011,Valencia,Ath Bilbao,1,1,D,0,0,D
2011/12,23/10/2011,Villarreal,Levante,0,3,A,0,2,A
2011/12,25/10/2011,Granada,Barcelona,0,1,A,0,1,A
2011/12,25/10/2011,Sevilla,Santander,2,2,D,1,0,H
2011/12,26/10/2011,Getafe,Osasuna,2,2,D,0,1,A
2011/12,26/10/2011,Levante,Sociedad,3,2,H,0,1,A
2011/12,26/10/2011,Mallorca,Sp Gijon,1,2,A,1,0,H
2011/12,26/10/2011,Real Madrid,Villarreal,3,0,H,3,0,H
2011/12,26/10/2011,Vallecano,Malaga,2,0,H,1,0,H
2011/12,26/10/2011,Zaragoza,Valencia,0,1,A,0,0,D
2011/12,27/10/2011,Ath Bilbao,Ath Madrid,3,0,H,0,0,D
2011/12,27/10/2011,Espanol,Betis,1,0,H,0,0,D
2011/12,29/10/2011,Barcelona,Mallorca,5,0,H,3,0,H
2011/12,29/10/2011,Sociedad,Real Madrid,0,1,A,0,1,A
2011/12,29/10/2011,Valencia,Getafe,3,1,H,2,1,H
2011/12,29/10/2011,Villarreal,Vallecano,2,0,H,1,0,H
2011/12,30/10/2011,Ath Madrid,Zaragoza,3,1,H,2,0,H
2011/12,30/10/2011,Malaga,Espanol,2,1,H,1,1,D
2011/12,30/10/2011,Osasuna,Levante,2,0,H,2,0,H
2011/12,30/10/2011,Santander,Betis,1,0,H,0,0,D
2011/12,30/10/2011,Sp Gijon,Ath Bilbao,1,1,D,0,0,D
2011/12,31/10/2011,Sevilla,Granada,1,2,A,1,0,H
2011/12,05/11/11,Betis,Malaga,0,0,D,0,0,D
2011/12,05/11/11,Levante,Valencia,0,2,A,0,1,A
2011/12,05/11/11,Mallorca,Sevilla,0,0,D,0,0,D
2011/12,06/11/11,Ath Bilbao,Barcelona,2,2,D,1,1,D
2011/12,06/11/11,Espanol,Villarreal,0,0,D,0,0,D
2011/12,06/11/11,Getafe,Ath Madrid,3,2,H,1,1,D
2011/12,06/11/11,Granada,Santander,0,0,D,0,0,D
2011/12,06/11/11,Real Madrid,Osasuna,7,1,H,3,1,H
2011/12,06/11/11,Vallecano,Sociedad,4,0,H,1,0,H
2011/12,06/11/11,Zaragoza,Sp Gijon,2,2,D,1,2,A
2011/12,19/11/2011,Barcelona,Zaragoza,4,0,H,2,0,H
2011/12,19/11/2011,Valencia,Real Madrid,2,3,A,0,1,A
2011/12,19/11/2011,Villarreal,Betis,1,0,H,1,0,H
2011/12,20/11/2011,Ath Madrid,Levante,3,2,H,0,0,D
2011/12,20/11/2011,Osasuna,Vallecano,0,0,D,0,0,D
2011/12,20/11/2011,Sevilla,Ath Bilbao,1,2,A,1,1,D
2011/12,20/11/2011,Sociedad,Espanol,0,0,D,0,0,D
2011/12,20/11/2011,Sp Gijon,Getafe,2,1,H,1,1,D
2011/12,21/11/2011,Santander,Malaga,1,3,A,0,0,D
2011/12,26/11/2011,Getafe,Barcelona,1,0,H,0,0,D
2011/12,26/11/2011,Real Madrid,Ath Madrid,4,1,H,1,1,D
2011/12,26/11/2011,Vallecano,Valencia,1,2,A,0,1,A
2011/12,27/11/2011,Ath Bilbao,Granada,0,1,A,0,1,A
2011/12,27/11/2011,Betis,Sociedad,2,3,A,0,0,D
2011/12,27/11/2011,Espanol,Osasuna,1,2,A,0,1,A
2011/12,27/11/2011,Levante,Sp Gijon,4,0,H,1,0,H
2011/12,27/11/2011,Mallorca,Santander,2,1,H,1,0,H
2011/12,27/11/2011,Zaragoza,Sevilla,0,1,A,0,1,A
2011/12,28/11/2011,Malaga,Villarreal,2,1,H,2,1,H
2011/12,29/11/2011,Barcelona,Vallecano,4,0,H,3,0,H
2011/12,03/12/11,Barcelona,Levante,5,0,H,3,0,H
2011/12,03/12/11,Santander,Villarreal,1,0,H,1,0,H
2011/12,03/12/11,Sp Gijon,Real Madrid,0,3,A,0,1,A
2011/12,03/12/11,Valencia,Espanol,2,1,H,1,0,H
2011/12,04/12/11,Ath Madrid,Vallecano,3,1,H,1,0,H
2011/12,04/12/11,Granada,Zaragoza,1,0,H,1,0,H
2011/12,04/12/11,Mallorca,Ath Bilbao,1,1,D,1,1,D
2011/12,04/12/11,Osasuna,Betis,2,1,H,1,0,H
2011/12,04/12/11,Sociedad,Malaga,3,2,H,1,1,D
2011/12,05/12/11,Sevilla,Getafe,3,0,H,1,0,H
2011/12,07/12/11,Granada,Mallorca,2,2,D,0,1,A
2011/12,10/12/11,Betis,Valencia,2,1,H,0,0,D
2011/12,10/12/11,Levante,Sevilla,1,0,H,0,0,D
2011/12,10/12/11,Real Madrid,Barcelona,1,3,A,1,1,D
2011/12,11/12/11,Ath Bilbao,Santander,1,1,D,0,0,D
2011/12,11/12/11,Espanol,Ath Madrid,4,2,H,3,1,H
2011/12,11/12/11,Getafe,Granada,1,0,H,0,0,D
2011/12,11/12/11,Malaga,Osasuna,1,1,D,0,1,A
2011/12,11/12/11,Vallecano,Sp Gijon,1,3,A,0,2,A
2011/12,11/12/11,Villarreal,Sociedad,1,1,D,0,0,D
2011/12,11/12/11,Zaragoza,Mallorca,0,1,A,0,1,A
2011/12,17/12/2011,Ath Bilbao,Zaragoza,2,1,H,1,1,D
2011/12,17/12/2011,Mallorca,Getafe,1,2,A,1,2,A
2011/12,17/12/2011,Sevilla,Real Madrid,2,6,A,0,3,A
2011/12,17/12/2011,Sp Gijon,Espanol,1,2,A,0,1,A
2011/12,18/12/2011,Ath Madrid,Betis,0,2,A,0,0,D
2011/12,18/12/2011,Granada,Levante,2,1,H,2,0,H
2011/12,18/12/2011,Osasuna,Villarreal,2,1,H,0,0,D
2011/12,18/12/2011,Santander,Sociedad,0,0,D,0,0,D
2011/12,18/12/2011,Valencia,Malaga,2,0,H,1,0,H
2011/12,07/01/12,Levante,Mallorca,0,0,D,0,0,D
2011/12,07/01/12,Malaga,Ath Madrid,0,0,D,0,0,D
2011/12,07/01/12,Real Madrid,Granada,5,1,H,2,1,H
2011/12,07/01/12,Santander,Zaragoza,1,0,H,1,0,H
2011/12,07/01/12,Sociedad,Osasuna,0,0,D,0,0,D
2011/12,08/01/12,Betis,Sp Gijon,2,0,H,1,0,H
2011/12,08/01/12,Espanol,Barcelona,1,1,D,0,1,A
2011/12,08/01/12,Getafe,Ath Bilbao,0,0,D,0,0,D
2011/12,08/01/12,Vallecano,Sevilla,2,1,H,1,0,H
2011/12,08/01/12,Villarreal,Valencia,2,2,D,2,1,H
2011/12,14/01/2012,Granada,Vallecano,1,2,A,0,1,A
2011/12,14/01/2012,Mallorca,Real Madrid,1,2,A,1,0,H
2011/12,14/01/2012,Sevilla,Espanol,0,0,D,0,0,D
2011/12,14/01/2012,Valencia,Sociedad,0,1,A,0,0,D
2011/12,14/01/2012,Zaragoza,Getafe,1,1,D,1,0,H
2011/12,15/01/2012,Ath Bilbao,Levante,3,0,H,2,0,H
2011/12,15/01/2012,Ath Madrid,Villarreal,3,0,H,1,0,H
2011/12,15/01/2012,Barcelona,Betis,4,2,H,2,1,H
2011/12,15/01/2012,Osasuna,Santander,0,2,A,0,1,A
2011/12,15/01/2012,Sp Gijon,Malaga,2,1,H,1,0,H
2011/12,21/01/2012,Betis,Sevilla,1,1,D,1,1,D
2011/12,21/01/2012,Espanol,Granada,3,0,H,2,0,H
2011/12,21/01/2012,Santander,Getafe,1,2,A,1,1,D
2011/12,21/01/2012,Sociedad,Ath Madrid,0,4,A,0,1,A
2011/12,22/01/2012,Levante,Zaragoza,0,0,D,0,0,D
2011/12,22/01/2012,Malaga,Barcelona,1,4,A,0,1,A
2011/12,22/01/2012,Osasuna,Valencia,1,1,D,0,0,D
2011/12,22/01/2012,Real Madrid,Ath Bilbao,4,1,H,1,1,D
2011/12,22/01/2012,Vallecano,Mallorca,0,1,A,0,0,D
2011/12,23/01/2012,Villarreal,Sp Gijon,3,0,H,0,0,D
2011/12,28/01/2012,Espanol,Mallorca,1,0,H,1,0,H
2011/12,28/01/2012,Real Madrid,Zaragoza,3,1,H,1,1,D
2011/12,28/01/2012,Vallecano,Ath Bilbao,2,3,A,2,2,D
2011/12,28/01/2012,Villarreal,Barcelona,0,0,D,0,0,D
2011/12,29/01/2012,Betis,Granada,1,2,A,0,2,A
2011/12,29/01/2012,Levante,Getafe,1,2,A,0,1,A
2011/12,29/01/2012,Malaga,Sevilla,2,1,H,2,1,H
2011/12,29/01/2012,Santander,Valencia,2,2,D,1,0,H
2011/12,29/01/2012,Sociedad,Sp Gijon,5,1,H,2,0,H
2011/12,30/01/2012,Osasuna,Ath Madrid,0,1,A,0,1,A
